analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2025Q3,2025,0.02453435480009576,56008.766,5812,20251008,20
David Palmer,Evercore ISI,1772,CMG-US,2025Q3,2025,0.025013167344984436,56008.766,5812,20251006,22
Peter Saleh,BTIG,1538,CMG-US,2025Q3,2025,0.02740723006942782,56008.766,5812,20251007,21
Brian Bittner,Oppenheimer,498,CMG-US,2025Q3,2025,0.02740723006942782,56008.766,5812,20250813,76
Brian Mullan,Piper Sandler Companies,570,CMG-US,2025Q3,2025,0.02525257361742878,56008.766,5812,20250724,96
Mark Kalinowski,Kalinowski Equity Research,3202,CMG-US,2025Q3,2025,0.02740723006942782,56008.766,5812,20250623,127
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2025Q3,2025,0.024294948527651426,56008.766,5812,20250724,96
Jim Sanderson,Northcoast Research,1406,CMG-US,2025Q3,2025,,56008.766,5812,20250721,99
John Staszak,Argus Research,376,CMG-US,2025Q3,2025,0.027886042614316493,56008.766,5812,20250724,96
Andrew Strelzik,BMO Capital Markets,181,CMG-US,2025Q3,2025,0.027886042614316493,56008.766,5812,20250424,187
Jim Sanderson,Northcoast Research,1406,CMG-US,2025Q2,2025,,75371.54,5812,20250424,89
Andrew M. Charles,TD Cowen,917,CMG-US,2025Q2,2025,0.019610296746514124,75371.54,5812,20250610,42
Sharon Zackfia,William Blair,198,CMG-US,2025Q2,2025,0.019967822667143368,75371.54,5812,20250424,89
David Palmer,Evercore ISI,1772,CMG-US,2025Q2,2025,0.020861637468716485,75371.54,5812,20250424,89
Zachary Fadem,Wells Fargo Securities,596,CMG-US,2025Q2,2025,0.02007150518412585,75371.54,5812,20250529,54
Andrew Strelzik,BMO Capital Markets,181,CMG-US,2025Q2,2025,0.02014658562745799,75371.54,5812,20250424,89
Jacob Aiken-Phillips,Melius Research,3130,CMG-US,2025Q2,2025,0.02014658562745799,75371.54,5812,20250711,11
Steven Gojak,Cleveland Research Company,2295,CMG-US,2025Q2,2025,0.019847849481587417,75371.54,5812,20250611,41
Brian Vaccaro,Raymond James,402,CMG-US,2025Q2,2025,0.01871648194494101,75371.54,5812,20250424,89
Jim Salera,Stephens Inc,472,CMG-US,2025Q2,2025,0.020325348587772615,75371.54,5812,20250715,7
Eric Gonzalez,KeyBanc Capital Markets,618,CMG-US,2025Q2,2025,0.02014658562745799,75371.54,5812,20250424,89
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2025Q2,2025,0.020516285305684664,75371.54,5812,20250424,89
Jeff Farmer,Gordon Haskett,2467,CMG-US,2025Q2,2025,0.01889524490525563,75371.54,5812,20250424,89
Logan Reich,RBC Capital Markets,1269,CMG-US,2025Q2,2025,0.021040400429031107,75371.54,5812,20250424,89
Jake Bartlett,Truist Securities,852,CMG-US,2025Q2,2025,0.020325348587772615,75371.54,5812,20250421,92
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2025Q2,2025,,75371.54,5812,20250415,98
Mark Kalinowski,Kalinowski Equity Research,3202,CMG-US,2025Q2,2025,0.019967822667143368,75371.54,5812,20250623,29
Chris Luyckx,Rothschild & Co Redburn,1652,CMG-US,2025Q2,2025,,75371.54,5812,20250610,42
Peter Saleh,BTIG,1538,CMG-US,2025Q2,2025,0.02121916338934573,75371.54,5812,20250424,89
John Staszak,Argus Research,376,CMG-US,2025Q2,2025,0.021040400429031107,75371.54,5812,20250425,88
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2025Q2,2025,0.017822667143367898,75371.54,5812,20250424,89
Alton Stump,Loop Capital Markets,1009,CMG-US,2025Q2,2025,0.017643904183053272,75371.54,5812,20250424,89
Brian Mullan,Piper Sandler Companies,570,CMG-US,2025Q2,2025,0.01853771898462639,75371.54,5812,20250424,89
Chris O'Cull,Stifel Nicolaus,548,CMG-US,2025Q2,2025,0.019252770825884877,75371.54,5812,20250318,126
Andy Barish,Jefferies,512,CMG-US,2025Q2,2025,0.019610296746514124,75371.54,5812,20250424,89
Brian Bittner,Oppenheimer,498,CMG-US,2025Q2,2025,0.019074007865570255,75371.54,5812,20250424,89
Sharon Zackfia,William Blair,198,CMG-US,2025Q1,2025,0.028170943888647236,62318.395,5812,20250205,76
David Palmer,Evercore ISI,1772,CMG-US,2025Q1,2025,0.026879077859939107,62318.395,5812,20250421,1
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2025Q1,2025,0.022964332318399307,62318.395,5812,20250421,1
Jake Bartlett,Truist Securities,852,CMG-US,2025Q1,2025,0.025791648542844717,62318.395,5812,20250421,1
Zachary Fadem,Wells Fargo Securities,596,CMG-US,2025Q1,2025,0.02644410613310135,62318.395,5812,20250421,1
Andrew M. Charles,TD Cowen,917,CMG-US,2025Q1,2025,0.026226620269682473,62318.395,5812,20250417,5
Jim Salera,Stephens Inc,472,CMG-US,2025Q1,2025,0.02666159199652023,62318.395,5812,20240207,440
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2025Q1,2025,,62318.395,5812,20250415,7
Brian Vaccaro,Raymond James,402,CMG-US,2025Q1,2025,0.02426924749891257,62318.395,5812,20250415,7
Lauren Silberman,Deutsche Bank Research,77,CMG-US,2025Q1,2025,0.027987820791648545,62318.395,5812,20250415,7
Steven Gojak,Cleveland Research Company,2295,CMG-US,2025Q1,2025,0.027126398434101785,62318.395,5812,20250411,11
Logan Reich,RBC Capital Markets,1269,CMG-US,2025Q1,2025,0.027314049586776863,62318.395,5812,20250411,11
Jeff Farmer,Gordon Haskett,2467,CMG-US,2025Q1,2025,0.024704219225750328,62318.395,5812,20250410,12
Andy Barish,Jefferies,512,CMG-US,2025Q1,2025,0.02644410613310135,62318.395,5812,20250408,14
Peter Saleh,BTIG,1538,CMG-US,2025Q1,2025,0.02861896476729013,62318.395,5812,20250205,76
Chris O'Cull,Stifel Nicolaus,548,CMG-US,2025Q1,2025,0.02426924749891257,62318.395,5812,20250318,35
Brian Bittner,Oppenheimer,498,CMG-US,2025Q1,2025,0.025791648542844717,62318.395,5812,20250205,76
Alton Stump,Loop Capital Markets,1009,CMG-US,2025Q1,2025,0.023181818181818185,62318.395,5812,20250205,76
