analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Paul Matteis,Stifel Nicolaus,548,VRTX-US,2025Q1,2025,0.03985047746691238,122761.24,2834,20250211,80
Andrew S. Fein,HC Wainwright,536,VRTX-US,2025Q1,2025,0.03995518512313621,122761.24,2834,20250211,80
Joseph Stringer,Needham,477,VRTX-US,2025Q1,2025,0.04085567096666108,122761.24,2834,20250107,115
Jay Olson,Oppenheimer,498,VRTX-US,2024Q4,2024,0.03981977110930882,114312.11,2834,20241028,102
Greg Harrison,Scotiabank GBM,810,VRTX-US,2024Q4,2024,0.03980309993691989,114312.11,2834,20250206,1
William Pickering,Bernstein Research,1140,VRTX-US,2024Q4,2024,,114312.11,2834,20241219,50
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2024Q4,2024,0.0411674326394521,114312.11,2834,20250130,8
Phil Nadeau,TD Cowen,917,VRTX-US,2024Q4,2024,0.039414256105253676,114312.11,2834,20241105,94
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2024Q4,2024,0.03799495359106065,114312.11,2834,20250129,9
Andrew S. Fein,HC Wainwright,536,VRTX-US,2024Q4,2024,0.04610525367216365,114312.11,2834,20250130,8
Michael Yee,Jefferies,512,VRTX-US,2024Q4,2024,0.032452915202306934,114312.11,2834,20241206,63
Joseph Stringer,Needham,477,VRTX-US,2024Q4,2024,0.04193746057493016,114312.11,2834,20250107,31
Myles R. Minter,William Blair,198,VRTX-US,2024Q4,2024,0.03657565107686762,114312.11,2834,20241105,94
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2024Q4,2024,0.03479589078129224,114312.11,2834,20250106,32
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2024Q4,2024,0.03822023970442462,114312.11,2834,20240802,189
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2024Q4,2024,0.041599531404884205,114312.11,2834,20241105,94
Debjit Chattopadhyay,Guggenheim Securities,1515,VRTX-US,2024Q4,2024,0.02995223934396684,114312.11,2834,20241105,94
Steve Chesney,Rothschild & Co Redburn,1652,VRTX-US,2024Q4,2024,,114312.11,2834,20241121,78
David Risinger,Leerink Partners,1079,VRTX-US,2024Q4,2024,0.03486347661530143,114312.11,2834,20241105,94
Narumi Nakagiri,Daiwa Securities Co. Ltd.,467,VRTX-US,2024Q4,2024,0.03209245742092458,114312.11,2834,20241113,86
Olivia Brayer Saunders,Cantor Fitzgerald,1190,VRTX-US,2024Q3,2024,0.03437553598694807,123396.08,2834,20240802,91
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2024Q3,2024,0.0361130749440482,123396.08,2834,20240802,91
Whitney Ijem,Canaccord Genuity,466,VRTX-US,2024Q3,2024,0.03632077642284926,123396.08,2834,20240729,95
Jay Olson,Oppenheimer,498,VRTX-US,2024Q3,2024,0.035902445146311364,123396.08,2834,20241028,4
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2024Q3,2024,0.030234056349222955,123396.08,2834,20241008,24
Greg Harrison,Scotiabank GBM,810,VRTX-US,2024Q3,2024,0.036384153611244745,123396.08,2834,20241009,23
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2024Q3,2024,0.036078144282457286,123396.08,2834,20240802,91
Christopher Raymond,Piper Sandler Companies,570,VRTX-US,2024Q3,2024,0.03862159844380765,123396.08,2834,20240802,91
William Pickering,Bernstein Research,1140,VRTX-US,2024Q3,2024,,123396.08,2834,20240725,99
Phil Nadeau,TD Cowen,917,VRTX-US,2024Q3,2024,0.033453324687820286,123396.08,2834,20240802,91
Andrew S. Fein,HC Wainwright,536,VRTX-US,2024Q3,2024,0.04824321780417913,123396.08,2834,20240802,91
Danielle Brill,Raymond James,402,VRTX-US,2024Q3,2024,0.03636260955050304,123396.08,2834,20241009,23
