analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
John Davis,Raymond James,402,V-US,2025Q1,2025,0.03113312250134256,577636.56,7389,20250131,87
Arvind Ramnani,Piper Sandler Companies,570,V-US,2025Q1,2025,0.03101378363864192,577636.56,7389,20241030,180
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2025Q1,2025,0.03146130437376932,577636.56,7389,20241101,178
Pei Feng Li,China International Capital,898,V-US,2025Q1,2025,0.03229667641267378,577636.56,7389,20241030,180
Dominick Gabriele,Compass Point Research,1921,V-US,2025Q1,2025,0.03226684169699862,577636.56,7389,20241030,180
Irene Weng,Fubon Securities,1084,V-US,2025Q1,2025,0.030566262903514524,577636.56,7389,20241031,179
Steve Biggar,Argus Research,376,V-US,2025Q1,2025,0.03113312250134256,577636.56,7389,20241031,179
Harshita Rawat,Bernstein Research,1140,V-US,2024Q4,2024,,546974.3,7389,20241021,100
Gus Gala,"Monness, Crespi, Hardt",1080,V-US,2024Q4,2024,0.030855254837485777,546974.3,7389,20241030,91
John Davis,Raymond James,402,V-US,2024Q4,2024,0.03120304793221197,546974.3,7389,20250124,5
Bryan C. Bergin,TD Cowen,917,V-US,2024Q4,2024,0.03227804477045656,546974.3,7389,20240725,188
Arvind Ramnani,Piper Sandler Companies,570,V-US,2024Q4,2024,0.031867016567598334,546974.3,7389,20241030,91
Andrew W. Jeffrey,William Blair,198,V-US,2024Q4,2024,0.03210383204755281,546974.3,7389,20241030,91
Rayna Kumar,Oppenheimer,498,V-US,2024Q4,2024,0.032467750094852664,546974.3,7389,20240927,124
Trevor Williams,Jefferies,512,V-US,2024Q4,2024,0.03139275325660807,546974.3,7389,20241030,91
Daniel Perlin,RBC Capital Markets,1269,V-US,2024Q4,2024,0.03193025167573037,546974.3,7389,20241030,91
Rufus Hone,BMO Capital Markets,181,V-US,2024Q4,2024,0.032847160743644875,546974.3,7389,20240412,292
Jeff Cantwell,Seaport Research Partners,1321,V-US,2024Q4,2024,0.03237289743265461,546974.3,7389,20250113,16
Bryan Keane,Deutsche Bank Research,77,V-US,2024Q4,2024,0.03231220753762489,546974.3,7389,20240724,189
Dan Dolev,Mizuho Securities USA,1802,V-US,2024Q4,2024,0.03117143037814595,546974.3,7389,20241030,91
Sanjay Sakhrani,Keefe Bruyette & Woods,525,V-US,2024Q4,2024,0.03243613254078665,546974.3,7389,20250103,26
Donald Fandetti,Wells Fargo Securities,596,V-US,2024Q4,2024,0.032246427216390545,546974.3,7389,20240424,280
Dominick Gabriele,Compass Point Research,1921,V-US,2024Q4,2024,0.033131718730239026,546974.3,7389,20241030,91
Alex Markgraff,KeyBanc Capital Markets,618,V-US,2024Q4,2024,0.03177216390540028,546974.3,7389,20241030,91
James E. Friedman,Susquehanna Financial Group,974,V-US,2024Q4,2024,0.031645693689136216,546974.3,7389,20241030,91
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2024Q4,2024,0.03230966232452258,546974.3,7389,20231115,441
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2024Q4,2024,,546974.3,7389,20241031,90
Irene Weng,Fubon Securities,1084,V-US,2024Q4,2024,0.03132951814847604,546974.3,7389,20241031,90
Steve Biggar,Argus Research,376,V-US,2024Q4,2024,0.03208833944606045,546974.3,7389,20241031,90
Ze Yu Yao,China International Capital,898,V-US,2024Q4,2024,0.03357436448716328,546974.3,7389,20241030,91
James E. Friedman,Susquehanna Financial Group,974,V-US,2024Q3,2024,0.03465895664005156,466538.6,7389,20240724,96
Rayna Kumar,Oppenheimer,498,V-US,2024Q3,2024,0.036162769880769094,466538.6,7389,20240927,31
Gus Gala,"Monness, Crespi, Hardt",1080,V-US,2024Q3,2024,0.033978660174012666,466538.6,7389,20241018,10
